app,doctype_tecnico,es_actual,es_propuesta,entry_key,referencias,cambio_visible,impacto_cursos_docs,estado
erpnext,Uae Vat Settings,,Configuración de IVA de EAU,erpnext:a003659c9bfdfe24,erpnext/regional/doctype/uae_vat_settings/uae_vat_settings.json,sí,medio,pendiente de consulta a clientes
erpnext,Unreconcile Payment Entries,,Desconciliar Registros de Pago,erpnext:ba29923003668093,erpnext/accounts/doctype/unreconcile_payment_entries/unreconcile_payment_entries.json,sí,medio,pendiente de consulta a clientes
erpnext,Voice Call Settings,,Configuración de llamadas de voz,erpnext:e49fae0115ec3200,erpnext/telephony/doctype/voice_call_settings/voice_call_settings.json,sí,medio,pendiente de consulta a clientes
erpnext,Website Item Group,Grupo de productos en el sitio web,Grupo de artículos del sitio web,erpnext:1c29920e919d2a77,erpnext/setup/doctype/website_item_group/website_item_group.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Bom,Orden de trabajo,Orden de Trabajo,erpnext:403ddad6d869b743,erpnext/manufacturing/doctype/bom/bom.js:258 || erpnext/manufacturing/doctype/bom/bom.json || erpnext/manufacturing/doctype/job_card/job_card.json || erpnext/manufacturing/doctype/work_order/work_orde,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Work Order Additional Item,,Artículo adicional de la orden de trabajo,erpnext:2bb099a77fdd6d9e,erpnext/manufacturing/doctype/work_order_additional_item/work_order_additional_item.json,sí,medio,pendiente de consulta a clientes
erpnext,Work Order Item,Artículo de Órden de Trabajo,Artículo de la orden de trabajo,erpnext:d371a3dc03bea32b,erpnext/manufacturing/doctype/work_order_item/work_order_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Work Order Operation,Operación de Órden de Trabajo,Operación de la orden de trabajo,erpnext:15a86d3c953b8f77,erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
erpnext,Workstation Cost,,Costo de Estación de Trabajo,erpnext:3112fd509e2d77da,erpnext/manufacturing/doctype/workstation_cost/workstation_cost.json,sí,medio,pendiente de consulta a clientes
erpnext,Workstation Operating Component,,Componente operativo de la estación de trabajo,erpnext:f39747a4e7322340,erpnext/manufacturing/doctype/workstation_operating_component/workstation_operating_component.json,sí,medio,pendiente de consulta a clientes
erpnext,Workstation Operating Component Account,,Cuenta de componente operativo de estación de trabajo,erpnext:6232c54c15eb080a,erpnext/manufacturing/doctype/workstation_operating_component_account/workstation_operating_component_account.json,sí,medio,pendiente de consulta a clientes
frappe,About Us Settings,,Configuración de «Quiénes somos»,frappe:a1e5912a71bb0fdf,frappe/website/doctype/about_us_settings/about_us_settings.json || frappe/website/workspace/website/website.json,sí,medio,pendiente de consulta a clientes
frappe,About Us Team Member,Miembro del Equipo Acerca de Nosotros,Miembro del equipo de «Quiénes somos»,frappe:63e582f555cfb3cb,frappe/website/doctype/about_us_team_member/about_us_team_member.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Activity Log,Registro de Actividad,Registro de actividad,frappe:18eadb246a1e9903,frappe/core/doctype/activity_log/activity_log.json || frappe/core/workspace/build/build.json || frappe/core/workspace/users/users.json || frappe/workspace_sidebar/users.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Amended Document Naming Settings,Modificación de la Configuración de los Nombres de los Documentos,Configuración de nombres de documentos enmendados,frappe:32be66627a1e6d89,frappe/core/doctype/amended_document_naming_settings/amended_document_naming_settings.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Auto Email Report,,Reporte automático por correo electrónico,frappe:99d0ebada6d31863,frappe/email/doctype/auto_email_report/auto_email_report.json || frappe/workspace_sidebar/automation.json,sí,medio,pendiente de consulta a clientes
frappe,Auto Repeat User,,Usuario de repetición automática,frappe:a8dcdfc75a144d85,frappe/automation/doctype/auto_repeat_user/auto_repeat_user.json,sí,medio,pendiente de consulta a clientes
frappe,Communication,Comunicaciones,Comunicación,frappe:b107063e52868a86,frappe/core/doctype/communication/communication.json || frappe/email/doctype/email_flag_queue/email_flag_queue.json || frappe/email/doctype/email_queue/email_queue.json || frappe/tests/test_translate.,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Company History,Historia de la compañía,Historia de la empresa,frappe:47e0348ee05044d6,frappe/website/doctype/company_history/company_history.json || frappe/www/about.html:29,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Contact Phone,Teléfono de Contacto,Teléfono de contacto,frappe:8dc133fe125ac627,frappe/contacts/doctype/contact_phone/contact_phone.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Contact Us Settings,,Configuración de «Contáctanos»,frappe:97e031a3eafcba41,frappe/website/doctype/contact_us_settings/contact_us_settings.json || frappe/website/workspace/website/website.json,sí,medio,pendiente de consulta a clientes
frappe,Docfield,Divisa / Moneda,Moneda,frappe:1a17e4820dfb315c,frappe/core/doctype/docfield/docfield.json || frappe/core/doctype/report_column/report_column.json || frappe/core/doctype/report_filter/report_filter.json || frappe/core/doctype/system_settings/system,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Build (Workspace),Campo Personalizado,Campo personalizado,frappe:011be8e835f2a4c9,frappe/core/workspace/build/build.json || frappe/custom/doctype/custom_field/custom_field.json || frappe/workspace_sidebar/build.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Custom Role,Rol Personalizado,Rol personalizado,frappe:76858243b82932ba,frappe/core/doctype/custom_role/custom_role.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Auto Repeat,Personalizar Formulario,Personalizar formulario,frappe:3d7d60a255d41e8a,frappe/automation/doctype/auto_repeat/auto_repeat.js:34 || frappe/core/doctype/doctype/doctype.js:61 || frappe/core/workspace/build/build.json || frappe/custom/doctype/customize_form/customize_form.js,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Build (Workspace),Gráfico del Tablero,Gráfico de tablero,frappe:3530a8181e183b1a,frappe/core/workspace/build/build.json || frappe/desk/doctype/dashboard_chart/dashboard_chart.json || frappe/desk/doctype/dashboard_chart_source/dashboard_chart_source.js:8,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Dashboard Chart Link,Enlace gráfico del tablero,Enlace de gráfico del tablero,frappe:e8bb23be05d91100,frappe/desk/doctype/dashboard_chart_link/dashboard_chart_link.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Dashboard Chart Source,Origen gráfico del tablero,Origen del gráfico del tablero,frappe:fb3ae1ce75d91823,frappe/desk/doctype/dashboard_chart_source/dashboard_chart_source.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Data Export,Exportación de Datos,Exportación de datos,frappe:ab330869713948df,frappe/core/doctype/data_export/data_export.json || frappe/workspace_sidebar/data.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Data Import,Importación de Datos,Importación de datos,frappe:be6b9dc470f06301,frappe/core/doctype/data_import/data_import.json || frappe/core/doctype/data_import_log/data_import_log.json || frappe/workspace_sidebar/data.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Deleted Document,Documento Eliminado,Documento eliminado,frappe:68ae4b607ee2c85c,frappe/core/doctype/deleted_document/deleted_document.json || frappe/workspace_sidebar/data.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Desktop Icon,Icono de escritorio,Ícono de escritorio,frappe:412770ec77031a8f,frappe/desk/doctype/desktop_icon/desktop_icon.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Desktop Layout,,Diseño de escritorio,frappe:f7485dd51aad7836,frappe/desk/doctype/desktop_layout/desktop_layout.json,sí,medio,pendiente de consulta a clientes
frappe,Doctype Layout Field,DocType capo de diseño,Campo de diseño de DocType Layout,frappe:c1b5183f2a861fea,frappe/custom/doctype/doctype_layout_field/doctype_layout_field.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Doctype State,DocType Estado,Estado de DocType,frappe:911f66903b92525f,frappe/core/doctype/doctype_state/doctype_state.json || frappe/custom/doctype/property_setter/property_setter.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User,Seguir documento,Seguimiento de documentos,frappe:abad7f0d226152e1,frappe/core/doctype/user/user.json || frappe/email/doctype/document_follow/document_follow.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Document Naming Rule,Regla de denominación de documentos,Regla de nomenclatura de documentos,frappe:6c383159f56381a9,frappe/core/doctype/document_naming_rule/document_naming_rule.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Document Naming Settings,Configuración de Nombres de documentos,Configuración de nombres de documentos,frappe:bbdc3c65ae94ab0d,frappe/core/doctype/document_naming_settings/document_naming_settings.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Domain Settings,Configuraciones de Dominio,Configuración de dominio,frappe:8995dd15927ea265,frappe/core/doctype/domain_settings/domain_settings.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Email Domain,,Dominio de correo electrónico,frappe:85af53400258c2ba,frappe/email/doctype/email_domain/email_domain.json || frappe/workspace_sidebar/email.json,sí,medio,pendiente de consulta a clientes
frappe,Email Flag Queue,Señal de la bandera del correo electrónico,Cola de marcas de correo electrónico,frappe:2ac4c5898d60791d,frappe/email/doctype/email_flag_queue/email_flag_queue.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Email Group Member,Miembro de Grupo de Correo Electrónico,Miembro de grupo de correo electrónico,frappe:3376918d54f3e558,frappe/email/doctype/email_group_member/email_group_member.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Email Queue Recipient,Cola de correo electrónico de destinatarios,Destinatario de la cola de correo electrónico,frappe:a3775dbd03a334e8,frappe/email/doctype/email_queue_recipient/email_queue_recipient.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Communication,Plantilla de Correo Electrónico,Plantilla de correo electrónico,frappe:d1654cde9f61cc3b,frappe/core/doctype/communication/communication.json || frappe/email/doctype/email_template/email_template.json || frappe/public/js/frappe/views/communication.js:99 || frappe/workspace_sidebar/email.j,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Error Log,Registro de Errores,Registro de errores,frappe:97c8fff7e2b9c8e8,frappe/core/doctype/error_log/error_log.json || frappe/workspace_sidebar/system.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Event Notifications,,Notificaciones de eventos,frappe:3cfef0f5073e1813,frappe/desk/doctype/event_notifications/event_notifications.json,sí,medio,pendiente de consulta a clientes
frappe,Event,Participantes del Evento,Participantes del evento,frappe:8c2032411db89d78,frappe/desk/doctype/event/event.json || frappe/desk/doctype/event_participants/event_participants.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Form Tour Step,Formulario de paso de visita,Paso de recorrido guiado,frappe:c88e23cc7b9b0a88,frappe/desk/doctype/form_tour_step/form_tour_step.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Geolocation Settings,Ajustes de geolocalización,Configuración de geolocalización,frappe:25705c4a853f7c42,frappe/integrations/doctype/geolocation_settings/geolocation_settings.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Event,Calendario de Google,Google Calendar,frappe:ceb255fec05f4fb2,frappe/desk/doctype/event/event.json || frappe/integrations/doctype/google_calendar/google_calendar.json || frappe/integrations/workspace/integrations/integrations.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Help Category,Categoría de Ayuda,Categoría de ayuda,frappe:c4cb379e21a5ff2d,frappe/website/doctype/help_category/help_category.json || frappe/website/workspace/website/website.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Kanban Board,,Tablero Kanban,frappe:dbeeab8084e0a57d,frappe/desk/doctype/kanban_board/kanban_board.json || frappe/desk/doctype/workspace_shortcut/workspace_shortcut.json || frappe/public/js/frappe/widgets/widget_dialog.js:511,sí,medio,pendiente de consulta a clientes
frappe,Ldap Group Mapping,Mapeo de grupo LDAP,Asignación de grupos LDAP,frappe:dddb843e29549bc4,frappe/integrations/doctype/ldap_group_mapping/ldap_group_mapping.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Ldap Settings,Configuraciones LDAP,Configuración de LDAP,frappe:3a3c3970e1fb48d0,frappe/integrations/doctype/ldap_settings/ldap_settings.json || frappe/integrations/workspace/integrations/integrations.json || frappe/workspace_sidebar/integrations.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,List Filter,Filtro de Lista,Filtro de lista,frappe:141ca3e3538568ab,frappe/desk/doctype/list_filter/list_filter.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Milestone,Evento importante,Hito,frappe:a431c995f1af9d0c,frappe/automation/doctype/milestone/milestone.json || frappe/workspace_sidebar/automation.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Milestone,Rastreador de Hitos,Seguimiento de hitos,frappe:fc7f994de3b4110d,frappe/automation/doctype/milestone/milestone.json || frappe/automation/doctype/milestone_tracker/milestone_tracker.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Module Def,Módulo Def,Definición de módulo,frappe:5bfbaf5ec9412154,frappe/core/doctype/module_def/module_def.json || frappe/core/workspace/build/build.json || frappe/workspace_sidebar/build.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Module Profile,Perfil del Módulo,Perfil del módulo,frappe:f36e836193ed7c7e,frappe/core/doctype/module_profile/module_profile.json || frappe/core/doctype/user/user.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Auto Repeat,,Nota,frappe:c4cab123b8c5aa3c,frappe/automation/doctype/auto_repeat/auto_repeat.py:438 || frappe/desk/doctype/note/note.json,sí,medio,pendiente de consulta a clientes
frappe,Auto Repeat,,Notificación,frappe:ede24ff84e6f921c,frappe/automation/doctype/auto_repeat/auto_repeat.json || frappe/core/doctype/communication/mixins.py:158 || frappe/desk/doctype/event_notifications/event_notifications.json || frappe/email/doctype/no,sí,medio,pendiente de consulta a clientes
frappe,Notification Recipient,Receptor de Notificaciones,Destinatario de notificación,frappe:1f01aece10b9be5a,frappe/email/doctype/notification_recipient/notification_recipient.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Notification Settings,,Configuración de notificaciones,frappe:aadbfab4d885c3c0,frappe/desk/doctype/notification_settings/notification_settings.json || frappe/public/js/frappe/ui/notifications/notifications.js:41 || frappe/workspace_sidebar/system.json,sí,medio,pendiente de consulta a clientes
frappe,Notification Subscribed Document,Notificación de documento suscrito,Documento suscrito a notificaciones,frappe:9df0ef18b813e66b,frappe/desk/doctype/notification_subscribed_document/notification_subscribed_document.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Number Card Link,Enlace de tarjeta numérica,Enlace de tarjeta de números,frappe:6e686d0c48c8302c,frappe/desk/doctype/number_card_link/number_card_link.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Oauth Settings,,Configuración de OAuth,frappe:39926774f128347f,frappe/integrations/doctype/oauth_settings/oauth_settings.json,sí,medio,pendiente de consulta a clientes
frappe,Package Import,Importación de Paquetes,Importación de paquetes,frappe:0b84daac5700c494,frappe/core/doctype/package_import/package_import.json || frappe/core/workspace/build/build.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Package Release,Versión del Paquete,Versión del paquete,frappe:5a02c0af1381131e,frappe/core/doctype/package_release/package_release.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Permission Inspector,Supervisor de Permisos,Inspector de permisos,frappe:1b654e76f7d5eed5,frappe/core/doctype/permission_inspector/permission_inspector.json || frappe/workspace_sidebar/users.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Permission Inspector,Tipo de Permiso,Tipo de permiso,frappe:7528c9f587812b38,frappe/core/doctype/permission_inspector/permission_inspector.json || frappe/core/doctype/permission_type/permission_type.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Prepared Report,Informe Preparado,Reporte preparado,frappe:83934d8ee92fd3af,frappe/core/doctype/prepared_report/prepared_report.json || frappe/core/doctype/report/report.json || frappe/core/report/prepared_report_analytics/prepared_report_analytics.py:32,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Auto Repeat,Formatos de Impresión,Formato de impresión,frappe:04fae93477dc080a,frappe/automation/doctype/auto_repeat/auto_repeat.json || frappe/core/workspace/build/build.json || frappe/email/doctype/notification/notification.json || frappe/printing/doctype/print_format/print_fo,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Print Format Field Template,Formato de impresión de Plantilla de campo,Plantilla de campo de formato de impresión,frappe:6c8d1c9afd5dcb9b,frappe/printing/doctype/print_format_field_template/print_format_field_template.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Print Heading,,Encabezado de impresión,frappe:1069c3a312d50708,frappe/printing/doctype/print_heading/print_heading.json || frappe/workspace_sidebar/printing.json,sí,medio,pendiente de consulta a clientes
frappe,Print Settings,Ajustes de Impresión,Configuración de impresión,frappe:18105175306a35fb,frappe/printing/doctype/print_settings/print_settings.json || frappe/printing/doctype/print_style/print_style.js:6 || frappe/printing/page/print/print.js:181 || frappe/public/js/frappe/form/print_util,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Print Settings,,Estilo de impresión,frappe:c3bfe316ca59bcf3,frappe/printing/doctype/print_settings/print_settings.json || frappe/printing/doctype/print_style/print_style.json,sí,medio,pendiente de consulta a clientes
frappe,Property Setter,Fijador de Propiedades,Configurador de propiedades,frappe:8453a0c42105298c,frappe/custom/doctype/property_setter/property_setter.json || frappe/workspace_sidebar/build.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Push Notification Settings,Configuración de Notificaciones Push,Configuración de notificaciones push,frappe:ff8c86632c1e3ddb,frappe/integrations/doctype/push_notification_settings/push_notification_settings.json || frappe/integrations/workspace/integrations/integrations.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Connected App,Parámetros de Consulta,Parámetros de consulta,frappe:f929c890b2b9ad63,frappe/integrations/doctype/connected_app/connected_app.json || frappe/integrations/doctype/query_parameters/query_parameters.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Recorder Query,Consultas registradas,Consulta del grabador,frappe:767c624439aa6f12,frappe/core/doctype/recorder_query/recorder_query.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Recorder Suggested Index,Registro del Índice sugerido,Índice sugerido por el Recorder,frappe:3794c637beeb1de3,frappe/core/doctype/recorder_suggested_index/recorder_suggested_index.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Reply To Address,,Dirección de respuesta,frappe:cacf79a3254680a4,frappe/email/doctype/reply_to_address/reply_to_address.json,sí,medio,pendiente de consulta a clientes
frappe,Custom Docperm,,Reporte,frappe:597b927248550095,frappe/core/doctype/custom_docperm/custom_docperm.json || frappe/core/doctype/custom_role/custom_role.json || frappe/core/doctype/docperm/docperm.json || frappe/core/doctype/report/report.json || frap,sí,medio,pendiente de consulta a clientes
frappe,Report Column,Columna de informe,Columna de reporte,frappe:3e23456a29ce6667,frappe/core/doctype/report_column/report_column.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Report Filter,Filtro de informe,Filtro de reporte,frappe:9308665b3a2870d2,frappe/core/doctype/report_filter/report_filter.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Role Permission For Page And Report,Permiso para la función Página e Informe,Permiso de rol para página y reporte,frappe:577347391e8ab44c,frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.json || frappe/core/workspace/users/users.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Role Profile,Perfil de Rol,Perfil de rol,frappe:6093cf7819a4e176,frappe/core/doctype/role_profile/role_profile.json || frappe/core/doctype/user/user.json || frappe/core/doctype/user_role_profile/user_role_profile.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Route History,Historia de la Ruta,Historial de rutas,frappe:0be09dac2722bbe6,frappe/desk/doctype/route_history/route_history.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Sms Parameter,Parámetros SMS,Parámetro SMS,frappe:2c325bfd8cd5fb5a,frappe/core/doctype/sms_parameter/sms_parameter.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Sms Settings,,Configuración de SMS,frappe:cde98439607f9f33,frappe/core/doctype/sms_settings/sms_settings.json || frappe/integrations/workspace/integrations/integrations.json,sí,medio,pendiente de consulta a clientes
frappe,Contact,Saludo.,Saludo,frappe:815952370011d1da,frappe/contacts/doctype/contact/contact.json || frappe/contacts/doctype/salutation/salutation.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Security Settings Contact,,Contacto de configuración de seguridad,frappe:7c11b5b9a475403c,frappe/core/doctype/security_settings_contact/security_settings_contact.json,sí,medio,pendiente de consulta a clientes
frappe,Security Settings Language,,Idioma de configuración de seguridad,frappe:9742ff2074bf00ba,frappe/core/doctype/security_settings_language/security_settings_language.json,sí,medio,pendiente de consulta a clientes
frappe,Social Login Key,Clave de Acceso Social,Clave de inicio de sesión social,frappe:b8a6795bf9f56039,frappe/integrations/doctype/social_login_key/social_login_key.json || frappe/integrations/workspace/integrations/integrations.json || frappe/workspace_sidebar/integrations.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,System Health Report,Reporte de Salud del Sistema,Reporte de salud del sistema,frappe:2b691db31b828f99,frappe/desk/doctype/system_health_report/system_health_report.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,System Health Report Errors,Errores en el informe de salud del sistema,Errores del reporte de estado del sistema,frappe:e22a4b449f4e4ab5,frappe/desk/doctype/system_health_report_errors/system_health_report_errors.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,System Health Report Failing Jobs,Informe de salud del sistema Trabajos que fallan,Trabajos fallidos del reporte de salud del sistema,frappe:ed0646bc7542008a,frappe/desk/doctype/system_health_report_failing_jobs/system_health_report_failing_jobs.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,System Health Report Queue,Informe sobre la salud del sistema Cola,Cola del informe de salud del sistema,frappe:554defbc7a02e796,frappe/desk/doctype/system_health_report_queue/system_health_report_queue.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,System Health Report Tables,Informe sobre la salud del sistema Tablas,Tablas del reporte de salud del sistema,frappe:56155a13928a6659,frappe/desk/doctype/system_health_report_tables/system_health_report_tables.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,System Health Report Workers,Informe sobre la salud del sistema Workers,Informe de salud del sistema (workers),frappe:bea9fad9801ab76f,frappe/desk/doctype/system_health_report_workers/system_health_report_workers.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,System Settings,,Configuración del sistema,frappe:0af42e8a2a0dd83a,frappe/core/doctype/system_settings/system_settings.json,sí,medio,pendiente de consulta a clientes
frappe,Tag,,Etiqueta,frappe:72edc74bc847fbf9,frappe/desk/doctype/tag/tag.json,sí,medio,pendiente de consulta a clientes
frappe,Assignment Rule,Tareas,Tarea pendiente,frappe:d0cb918cb22485ca,frappe/automation/doctype/assignment_rule/assignment_rule.py:55 || frappe/desk/doctype/todo/todo.json || frappe/desk/report/todo/todo.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Top Bar Item,Elemento de la Barra Superior,Elemento de la barra superior,frappe:ba6323d39dee8be8,frappe/website/doctype/top_bar_item/top_bar_item.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Unhandled Email,Cuenta de Correo Electrónico no Manejado,Correo electrónico no gestionado,frappe:85a86e7c8e953f30,frappe/email/doctype/unhandled_email/unhandled_email.json || frappe/workspace_sidebar/email.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Assignment Rule User,,Usuario,frappe:7b885c2568146680,frappe/automation/doctype/assignment_rule_user/assignment_rule_user.json || frappe/automation/doctype/auto_repeat_user/auto_repeat_user.json || frappe/automation/doctype/reminder/reminder.json || frap,sí,medio,pendiente de consulta a clientes
frappe,Report,Informe de actividad de usuario,Reporte de actividad de usuario,frappe:32160a78ae94a46b,frappe/core/doctype/report/user_activity_report.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,Report,Informe de actividad del usuario sin ordenar,Reporte de actividad del usuario sin ordenar,frappe:a4f91603ffdca8ea,frappe/core/doctype/report/user_activity_report_without_sort.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User Document Type,Documento de tipo Usuario,Tipo de documento de usuario,frappe:beaef4b40f2a1906,frappe/core/doctype/user_document_type/user_document_type.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User Email,Correo electrónico del Usuario,Correo electrónico del usuario,frappe:7bf01af365b5a89a,frappe/core/doctype/user_email/user_email.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User Group Member,Miembro del Grupo de Usuario,Miembro del grupo de usuarios,frappe:e8c2394d5f54cc51,frappe/core/doctype/user_group_member/user_group_member.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User Invitation,,Invitación de usuario,frappe:a3313fc3f00103f5,frappe/core/doctype/user_invitation/user_invitation.json,sí,medio,pendiente de consulta a clientes
frappe,User Permission,Permiso de Usuario,Permiso de usuario,frappe:52dbe0e46404004e,frappe/core/doctype/user_permission/user_permission.json || frappe/workspace_sidebar/users.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User Role,Rol del Usuario,Rol del usuario,frappe:9ce2ebb31ecf46c9,frappe/core/doctype/user_role/user_role.json || frappe/integrations/doctype/ldap_group_mapping/ldap_group_mapping.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User Role Profile,Perfil de Rol de Usuario,Perfil de rol de usuario,frappe:0cb22e6c6e8b9ed1,frappe/core/doctype/user_role_profile/user_role_profile.json,sí,alto (nombre de DocType visible en menús/cursos),pendiente de consulta a clientes
frappe,User Session Display,,Visualización de sesión de usuario,frappe:560f1c06939da909,frappe/core/doctype/user_session_display/user_session_display.json,sí,medio,pendiente de consulta a clientes
